Removed Pin From Net: NetName=NewNet236 Pin= U16-1
Removed Pin From Net: NetName=NewNet237 Pin= U16-2
Removed Pin From Net: NetName=NewNet9 Pin= U16-3
Removed Pin From Net: NetName=NewNet38 Pin= U16-4
Removed Pin From Net: NetName=NewNet9 Pin= U16-5
Removed Pin From Net: NetName=NewNet9 Pin= U16-6
Change Component Footprint: Designator=D33 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D34 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D35 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D36 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D37 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D42 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D43 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D44 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D45 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D47 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D49 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D50 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D51 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D52 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D53 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D54 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D55 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D62 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D63 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D100 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D102 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D104 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D105 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D106 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D107 Old Footprint=5 New Footprint=SOD123
Change Component Footprint: Designator=D38 Old Footprint=6 New Footprint=DO214AB
Change Component Footprint: Designator=D101 Old Footprint=6 New Footprint=SMA
Change Component Footprint: Designator=D103 Old Footprint=6 New Footprint=SMA
Change Component Footprint: Designator=TVS1 Old Footprint=6 New Footprint=SMA
Change Component Footprint: Designator=TVS2 Old Footprint=6 New Footprint=SMA
Change Component Footprint: Designator=MN2 Old Footprint=7 New Footprint=MN2
Change Component Footprint: Designator=Q43 Old Footprint=7 New Footprint=Q43
Change Component Footprint: Designator=Q45 Old Footprint=7 New Footprint=Q45
Change Component Footprint: Designator=Q46 Old Footprint=7 New Footprint=Q46
Change Component Footprint: Designator=MN1 Old Footprint=7 New Footprint=SOT23-3
Change Component Footprint: Designator=U7 Old Footprint=7 New Footprint=SOT23-3
Change Component Footprint: Designator=D1 Old Footprint=8 New Footprint=SOT23-3
Change Component Footprint: Designator=U9 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U11 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U18 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U20 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U24 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U26 Old Footprint=9 New Footprint=SOT23-5
Change Component Footprint: Designator=U2 Old Footprint=10 New Footprint=SO-8
Change Component Footprint: Designator=U10 Old Footprint=10 New Footprint=SO-8
Change Component Footprint: Designator=U19 Old Footprint=10 New Footprint=SO-8
Change Component Footprint: Designator=U17 Old Footprint=11 New Footprint=SOP-8
Change Component Footprint: Designator=U23 Old Footprint=12 New Footprint=SOIC-8
Change Component Footprint: Designator=U6 Old Footprint=13 New Footprint=SOP-14
Change Component Footprint: Designator=U8 Old Footprint=13 New Footprint=SOP-14
Change Component Footprint: Designator=U25 Old Footprint=13 New Footprint=SOP-14
Change Component Footprint: Designator=U4 Old Footprint=14 New Footprint=SO-16
Change Component Footprint: Designator=U12 Old Footprint=14 New Footprint=SO-16
Change Component Footprint: Designator=U13 Old Footprint=14 New Footprint=SO-16
Change Component Footprint: Designator=U14 Old Footprint=14 New Footprint=SO-16
Change Component Footprint: Designator=U15 Old Footprint=15 New Footprint=SOP-20
Change Component Footprint: Designator=U1 Old Footprint=16 New Footprint=SOIC-16
Change Component Footprint: Designator=U3 Old Footprint=17 New Footprint=SOIC-20
Change Component Footprint: Designator=U5 Old Footprint=18 New Footprint=LQFP64
Change Component Footprint: Designator=X1 Old Footprint=19 New Footprint=5032-2P
Change Component Footprint: Designator=X2 Old Footprint=20 New Footprint=黑色3*8-4
Change Component Footprint: Designator=U21 Old Footprint=21 New Footprint=SOT-223
Change Component Footprint: Designator=TR1 Old Footprint=22 New Footprint=1008
Change Component Footprint: Designator=TR2 Old Footprint=22 New Footprint=1008
Change Component Footprint: Designator=D39 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D40 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D41 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D46 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D57 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D58 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D59 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=D60 Old Footprint=23 New Footprint=DO214AB
Change Component Footprint: Designator=C53 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=C83 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=C85 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=C89 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=C250 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=C251 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=CE1 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=CE3 Old Footprint=24 New Footprint=8*12
Change Component Footprint: Designator=KF1 Old Footprint=25 New Footprint=1812
Change Component Footprint: Designator=D48 Old Footprint=26 New Footprint=DO-218AB
Change Component Footprint: Designator=L4 Old Footprint=27 New Footprint=7*7
Change Component Footprint: Designator=L7 Old Footprint=27 New Footprint=7*7
Change Component Footprint: Designator=L5 Old Footprint=28 New Footprint=12.5*12.5
Change Component Footprint: Designator=L6 Old Footprint=30 New Footprint=直插共模电感
Change Component Footprint: Designator=E1 Old Footprint=31 New Footprint=法拉电容电池
Change Component Footprint: Designator=E2 Old Footprint=31 New Footprint=法拉电容电池
Change Component Footprint: Designator=P2 Old Footprint=32 New Footprint=2*13
Change Component Footprint: Designator=P1 Old Footprint=33 New Footprint=2*14
Change Component Footprint: Designator=U22 Old Footprint=34 New Footprint=WRA2415
Change Component Footprint: Designator=J2 Old Footprint=35 New Footprint=J2DIP
Change Component Footprint: Designator=2V5 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=3V3 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=5VA2 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=5VA4 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=5VA Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=5VD Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=24V Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=+15V Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=-15V Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=A0 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=A1 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=A2 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=A3 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=A4 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=AGND2 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=AGND4 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=AGND Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=ANGD3 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=DA1 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=DA2 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=SCK1 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=TP1 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=TP2 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=TP17 Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=VBAT Old Footprint=36 New Footprint=圆形焊盘
Change Component Footprint: Designator=GND Old Footprint=37 New Footprint=方形焊盘
Change Component Footprint: Designator=C86 Old Footprint=38 New Footprint=C86单独封装
Change Component Footprint: Designator=C119 Old Footprint=39 New Footprint=C1210
Change Component Footprint: Designator=C120 Old Footprint=39 New Footprint=C1210
Change Component Footprint: Designator=C121 Old Footprint=39 New Footprint=C1210
Change Component Comment : Designator=D55 Old Comment= New Comment=1N4148W
Change Component Comment : Designator=D49 Old Comment= New Comment=1N4148W
Change Component Comment : Designator=C19 Old Comment= New Comment=1uF/10%
Change Component Comment : Designator=R131 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R130 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R128 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R127 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R125 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R124 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R120 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R118 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R116 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R115 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R113 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R112 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R110 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R108 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R107 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R106 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R104 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R102 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R101 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R100 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R98 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R96 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R95 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R94 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R91 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R88 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R83 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R82 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R77 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R76 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R71 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=R70 Old Comment= New Comment=10K/1%
Change Component Comment : Designator=C257 Old Comment= New Comment=10uF
Change Component Comment : Designator=C256 Old Comment= New Comment=10uF
Change Component Comment : Designator=C253 Old Comment= New Comment=10uF
Change Component Comment : Designator=C252 Old Comment= New Comment=10uF
Change Component Comment : Designator=C95 Old Comment= New Comment=10uF
Change Component Comment : Designator=C94 Old Comment= New Comment=10uF
Change Component Comment : Designator=C93 Old Comment= New Comment=10uF
Change Component Comment : Designator=C87 Old Comment= New Comment=10uF
Change Component Comment : Designator=R20 Old Comment= New Comment=15R/1%
Change Component Comment : Designator=R19 Old Comment= New Comment=15R/1%
Change Component Comment : Designator=C82 Old Comment= New Comment=22pF/5%
Change Component Comment : Designator=P2 Old Comment= New Comment=26PIN
Change Component Comment : Designator=P1 Old Comment= New Comment=28PIN
Change Component Comment : Designator=X2 Old Comment= New Comment=32.768 MHZ
Change Component Comment : Designator=U20 Old Comment= New Comment=74HCLG14GV
Change Component Comment : Designator=U18 Old Comment= New Comment=74HCLG14GV
Change Component Comment : Designator=U11 Old Comment= New Comment=74HCLG14GV
Change Component Comment : Designator=U9 Old Comment= New Comment=74HCLG14GV
Change Component Comment : Designator=U14 Old Comment= New Comment=74HCT165D
Change Component Comment : Designator=U13 Old Comment= New Comment=74HCT165D
Change Component Comment : Designator=U12 Old Comment= New Comment=74HCT165D
Change Component Comment : Designator=R132 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R129 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R126 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R121 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R117 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R114 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R111 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R109 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R105 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R103 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R99 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R97 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R93 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R90 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R87 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R85 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R81 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R79 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R75 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=R73 Old Comment= New Comment=100K/1%
Change Component Comment : Designator=L7 Old Comment= New Comment=101
Change Component Comment : Designator=L4 Old Comment= New Comment=101
Change Component Comment : Designator=C259 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C258 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C255 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C254 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C103 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C90 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C88 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C84 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C80 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C79 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C77 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C75 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C74 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C73 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C72 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C71 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C70 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C69 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C67 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C66 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C65 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C64 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C63 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C62 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C61 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C60 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C58 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C57 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C55 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C43 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C30 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C23 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C22 Old Comment= New Comment=104/10%
Change Component Comment : Designator=C21 Old Comment= New Comment=104/10%
Change Component Comment : Designator=R45 Old Comment= New Comment=150
Change Component Comment : Designator=TR2 Old Comment= New Comment=ACM2520
Change Component Comment : Designator=TR1 Old Comment= New Comment=ACM2520
Change Component Comment : Designator=U3 Old Comment= New Comment=ADM2587E
Change Component Comment : Designator=U1 Old Comment= New Comment=ADUM5401
Change Component Comment : Designator=U21 Old Comment= New Comment=AMS1117-3.3
Change Component Comment : Designator=D41 Old Comment= New Comment=B540C
Change Component Comment : Designator=D40 Old Comment= New Comment=B540C
Change Component Comment : Designator=U15 Old Comment= New Comment=BTS711L
Change Component Comment : Designator=C222 Old Comment= New Comment=Cap
Change Component Comment : Designator=C221 Old Comment= New Comment=Cap
Change Component Comment : Designator=C220 Old Comment= New Comment=Cap
Change Component Comment : Designator=C216 Old Comment= New Comment=Cap
Change Component Comment : Designator=C215 Old Comment= New Comment=Cap
Change Component Comment : Designator=C214 Old Comment= New Comment=Cap
Change Component Comment : Designator=C213 Old Comment= New Comment=Cap
Change Component Comment : Designator=C212 Old Comment= New Comment=Cap
Change Component Comment : Designator=C211 Old Comment= New Comment=Cap
Change Component Comment : Designator=C210 Old Comment= New Comment=Cap
Change Component Comment : Designator=C203 Old Comment= New Comment=Cap
Change Component Comment : Designator=C202 Old Comment= New Comment=Cap
Change Component Comment : Designator=C201 Old Comment= New Comment=Cap
Change Component Comment : Designator=C200 Old Comment= New Comment=Cap
Change Component Comment : Designator=C177 Old Comment= New Comment=Cap
Change Component Comment : Designator=C153 Old Comment= New Comment=Cap
Change Component Comment : Designator=C144 Old Comment= New Comment=Cap
Change Component Comment : Designator=C143 Old Comment= New Comment=Cap
Change Component Comment : Designator=C142 Old Comment= New Comment=Cap
Change Component Comment : Designator=C141 Old Comment= New Comment=Cap
Change Component Comment : Designator=C140 Old Comment= New Comment=Cap
Change Component Comment : Designator=C132 Old Comment= New Comment=Cap
Change Component Comment : Designator=C131 Old Comment= New Comment=Cap
Change Component Comment : Designator=C130 Old Comment= New Comment=Cap
Change Component Comment : Designator=C122 Old Comment= New Comment=Cap
Change Component Comment : Designator=C121 Old Comment= New Comment=Cap
Change Component Comment : Designator=C120 Old Comment= New Comment=Cap
Change Component Comment : Designator=C119 Old Comment= New Comment=Cap
Change Component Comment : Designator=C118 Old Comment= New Comment=Cap
Change Component Comment : Designator=C117 Old Comment= New Comment=Cap
Change Component Comment : Designator=C116 Old Comment= New Comment=Cap
Change Component Comment : Designator=C115 Old Comment= New Comment=Cap
Change Component Comment : Designator=C114 Old Comment= New Comment=Cap
Change Component Comment : Designator=C113 Old Comment= New Comment=Cap
Change Component Comment : Designator=C112 Old Comment= New Comment=Cap
Change Component Comment : Designator=C111 Old Comment= New Comment=Cap
Change Component Comment : Designator=C110 Old Comment= New Comment=Cap
Change Component Comment : Designator=C109 Old Comment= New Comment=Cap
Change Component Comment : Designator=C108 Old Comment= New Comment=Cap
Change Component Comment : Designator=C107 Old Comment= New Comment=Cap
Change Component Comment : Designator=C106 Old Comment= New Comment=Cap
Change Component Comment : Designator=C105 Old Comment= New Comment=Cap
Change Component Comment : Designator=C104 Old Comment= New Comment=Cap
Change Component Comment : Designator=C102 Old Comment= New Comment=Cap
Change Component Comment : Designator=C101 Old Comment= New Comment=Cap
Change Component Comment : Designator=C100 Old Comment= New Comment=Cap
Change Component Comment : Designator=C99 Old Comment= New Comment=Cap
Change Component Comment : Designator=C98 Old Comment= New Comment=Cap
Change Component Comment : Designator=C97 Old Comment= New Comment=Cap
Change Component Comment : Designator=C96 Old Comment= New Comment=Cap
Change Component Comment : Designator=C92 Old Comment= New Comment=Cap
Change Component Comment : Designator=C91 Old Comment= New Comment=Cap
Change Component Comment : Designator=C86 Old Comment= New Comment=Cap
Change Component Comment : Designator=C81 Old Comment= New Comment=Cap
Change Component Comment : Designator=C78 Old Comment= New Comment=Cap
Change Component Comment : Designator=C76 Old Comment= New Comment=Cap
Change Component Comment : Designator=C68 Old Comment= New Comment=Cap
Change Component Comment : Designator=C59 Old Comment= New Comment=Cap
Change Component Comment : Designator=C56 Old Comment= New Comment=Cap
Change Component Comment : Designator=C54 Old Comment= New Comment=Cap
Change Component Comment : Designator=C52 Old Comment= New Comment=Cap
Change Component Comment : Designator=C51 Old Comment= New Comment=Cap
Change Component Comment : Designator=C50 Old Comment= New Comment=Cap
Change Component Comment : Designator=C49 Old Comment= New Comment=Cap
Change Component Comment : Designator=C48 Old Comment= New Comment=Cap
Change Component Comment : Designator=C47 Old Comment= New Comment=Cap
Change Component Comment : Designator=C46 Old Comment= New Comment=Cap
Change Component Comment : Designator=C45 Old Comment= New Comment=Cap
Change Component Comment : Designator=C44 Old Comment= New Comment=Cap
Change Component Comment : Designator=C42 Old Comment= New Comment=Cap
Change Component Comment : Designator=C41 Old Comment= New Comment=Cap
Change Component Comment : Designator=C40 Old Comment= New Comment=Cap
Change Component Comment : Designator=C39 Old Comment= New Comment=Cap
Change Component Comment : Designator=C38 Old Comment= New Comment=Cap
Change Component Comment : Designator=C37 Old Comment= New Comment=Cap
Change Component Comment : Designator=C36 Old Comment= New Comment=Cap
Change Component Comment : Designator=C35 Old Comment= New Comment=Cap
Change Component Comment : Designator=C34 Old Comment= New Comment=Cap
Change Component Comment : Designator=C33 Old Comment= New Comment=Cap
Change Component Comment : Designator=C32 Old Comment= New Comment=Cap
Change Component Comment : Designator=C31 Old Comment= New Comment=Cap
Change Component Comment : Designator=C29 Old Comment= New Comment=Cap
Change Component Comment : Designator=C28 Old Comment= New Comment=Cap
Change Component Comment : Designator=C27 Old Comment= New Comment=Cap
Change Component Comment : Designator=C26 Old Comment= New Comment=Cap
Change Component Comment : Designator=C25 Old Comment= New Comment=Cap
Change Component Comment : Designator=C24 Old Comment= New Comment=Cap
Change Component Comment : Designator=C20 Old Comment= New Comment=Cap
Change Component Comment : Designator=C18 Old Comment= New Comment=Cap
Change Component Comment : Designator=C17 Old Comment= New Comment=Cap
Change Component Comment : Designator=C16 Old Comment= New Comment=Cap
Change Component Comment : Designator=C15 Old Comment= New Comment=Cap
Change Component Comment : Designator=C14 Old Comment= New Comment=Cap
Change Component Comment : Designator=C13 Old Comment= New Comment=Cap
Change Component Comment : Designator=C12 Old Comment= New Comment=Cap
Change Component Comment : Designator=C11 Old Comment= New Comment=Cap
Change Component Comment : Designator=C10 Old Comment= New Comment=Cap
Change Component Comment : Designator=C9 Old Comment= New Comment=Cap
Change Component Comment : Designator=C8 Old Comment= New Comment=Cap
Change Component Comment : Designator=C7 Old Comment= New Comment=Cap
Change Component Comment : Designator=C6 Old Comment= New Comment=Cap
Change Component Comment : Designator=C5 Old Comment= New Comment=Cap
Change Component Comment : Designator=C4 Old Comment= New Comment=Cap
Change Component Comment : Designator=C3 Old Comment= New Comment=Cap
Change Component Comment : Designator=C2 Old Comment= New Comment=Cap
Change Component Comment : Designator=C1 Old Comment= New Comment=Cap
Change Component Comment : Designator=CE3 Old Comment= New Comment=Cap2
Change Component Comment : Designator=CE1 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C251 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C250 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C89 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C85 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C83 Old Comment= New Comment=Cap2
Change Component Comment : Designator=C53 Old Comment= New Comment=Cap2
Change Component Comment : Designator=D54 Old Comment= New Comment=Diode 1N4001
Change Component Comment : Designator=D53 Old Comment= New Comment=Diode 1N4001
Change Component Comment : Designator=D50 Old Comment= New Comment=Diode 1N4001
Change Component Comment : Designator=D2 Old Comment= New Comment=Diode 1N4001
Change Component Comment : Designator=TVS2 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=TVS1 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D107 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D106 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D105 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D104 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D103 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D102 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D101 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D100 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D63 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D62 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D60 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D59 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D58 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D57 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D52 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D51 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D47 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D45 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D44 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D43 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D42 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D37 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D14 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D13 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D12 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D11 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D10 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D9 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D8 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D7 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D6 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D5 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D4 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=D3 Old Comment= New Comment=Diode 1N4007
Change Component Comment : Designator=U17 Old Comment= New Comment=DS1302Z
Change Component Comment : Designator=U23 Old Comment= New Comment=FM25CL64B
Change Component Comment : Designator=L3 Old Comment= New Comment=Inductor
Change Component Comment : Designator=L2 Old Comment= New Comment=Inductor
Change Component Comment : Designator=L1 Old Comment= New Comment=Inductor
Change Component Comment : Designator=J2 Old Comment= New Comment=J2
Change Component Comment : Designator=U19 Old Comment= New Comment=LM2903
Change Component Comment : Designator=U10 Old Comment= New Comment=LM2903
Change Component Comment : Designator=U26 Old Comment= New Comment=LMV321
Change Component Comment : Designator=U24 Old Comment= New Comment=LMV321
Change Component Comment : Designator=U25 Old Comment= New Comment=LMV324
Change Component Comment : Designator=U8 Old Comment= New Comment=LMV324
Change Component Comment : Designator=U6 Old Comment= New Comment=LMV324
Change Component Comment : Designator=L6 Old Comment= New Comment=LW4
Change Component Comment : Designator=D38 Old Comment= New Comment=M7
Change Component Comment : Designator=U4 Old Comment= New Comment=MAX232
Change Component Comment : Designator=D36 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D35 Old Comment= New Comment=MMSZ5230B
Change Component Comment : Designator=D34 Old Comment= New Comment=MMSZ5230B
